layer,linear,config,M,N,K,tier1_x_db,tier1_w_db,tier2_db
60,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.908,14.193,15.161
60,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.478,12.583,13.588
60,self_attn.o_proj,w8a8,2048,5120,5120,34.528,40.168,35.046
60,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,37.446,41.631,37.593
60,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,37.446,16.461,17.967
60,self_attn.o_proj,w4a8-pc,2048,5120,5120,34.528,15.0,16.379
60,mlp.gate_proj,w8a8,2048,27648,5120,32.84,40.444,35.522
60,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,35.362,41.668,37.83
60,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,35.362,16.495,19.895
60,mlp.gate_proj,w4a8-pc,2048,27648,5120,32.84,15.29,18.652
60,mlp.up_proj,w8a8,2048,27648,5120,32.84,40.73,33.047
60,mlp.up_proj,w8a8-mg1024,2048,27648,5120,35.362,41.862,35.368
60,mlp.up_proj,w4a8-mg1024,2048,27648,5120,35.362,16.682,17.555
60,mlp.up_proj,w4a8-pc,2048,27648,5120,32.84,15.562,16.409
60,mlp.down_proj,w8a8,2048,5120,27648,24.389,38.875,23.672
60,mlp.down_proj,w8a8-mg1024,2048,5120,27648,32.515,41.665,32.573
60,mlp.down_proj,w4a8-mg1024,2048,5120,27648,32.515,16.517,19.206
60,mlp.down_proj,w4a8-pc,2048,5120,27648,24.389,13.912,15.186
61,self_attn.q_proj,w8a8,2048,5120,5120,28.024,39.574,28.43
61,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,31.28,41.079,31.534
61,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,31.28,15.908,16.52
61,self_attn.q_proj,w4a8-pc,2048,5120,5120,28.024,14.411,14.979
61,self_attn.k_proj,w8a8,2048,1024,5120,28.024,37.941,31.563
61,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,31.28,39.805,34.663
61,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,31.28,14.647,18.59
61,self_attn.k_proj,w4a8-pc,2048,1024,5120,28.024,12.824,16.581
61,self_attn.v_proj,w8a8,2048,1024,5120,28.024,37.472,29.019
61,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,31.28,39.049,32.09
61,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,31.28,13.888,15.537
61,self_attn.v_proj,w4a8-pc,2048,1024,5120,28.024,12.318,14.052
61,self_attn.o_proj,w8a8,2048,5120,5120,35.167,40.101,37.068
61,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,38.071,41.61,39.495
61,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,38.071,16.44,19.007
61,self_attn.o_proj,w4a8-pc,2048,5120,5120,35.167,14.936,17.15
61,mlp.gate_proj,w8a8,2048,27648,5120,32.323,40.325,35.76
61,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,35.016,41.576,38.189
61,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,35.016,16.401,20.476
61,mlp.gate_proj,w4a8-pc,2048,27648,5120,32.323,15.171,19.178
61,mlp.up_proj,w8a8,2048,27648,5120,32.323,40.624,33.938
61,mlp.up_proj,w8a8-mg1024,2048,27648,5120,35.016,41.794,36.382
61,mlp.up_proj,w4a8-mg1024,2048,27648,5120,35.016,16.615,18.788
61,mlp.up_proj,w4a8-pc,2048,27648,5120,32.323,15.459,17.605
61,mlp.down_proj,w8a8,2048,5120,27648,19.125,38.609,19.363
61,mlp.down_proj,w8a8-mg1024,2048,5120,27648,27.69,41.494,28.093
61,mlp.down_proj,w4a8-mg1024,2048,5120,27648,27.69,16.332,16.548
61,mlp.down_proj,w4a8-pc,2048,5120,27648,19.125,13.575,12.132
62,self_attn.q_proj,w8a8,2048,5120,5120,27.473,39.606,28.651
62,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.925,41.078,31.95
62,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.925,15.903,17.249
62,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.473,14.437,15.728
62,self_attn.k_proj,w8a8,2048,1024,5120,27.473,38.19,31.481
62,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.925,40.003,34.756
62,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.925,14.835,19.167
62,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.473,13.04,17.349
62,self_attn.v_proj,w8a8,2048,1024,5120,27.473,37.323,28.343
62,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.925,38.887,31.556
62,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.925,13.733,15.336
62,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.473,12.168,13.812
62,self_attn.o_proj,w8a8,2048,5120,5120,34.805,39.727,39.565
62,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,37.411,41.482,41.816
62,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,37.411,16.312,21.702
62,self_attn.o_proj,w4a8-pc,2048,5120,5120,34.805,14.567,19.915
62,mlp.gate_proj,w8a8,2048,27648,5120,30.167,40.241,34.479
62,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,33.429,41.507,37.583
62,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,33.429,16.332,21.064
62,mlp.gate_proj,w4a8-pc,2048,27648,5120,30.167,15.084,19.725
62,mlp.up_proj,w8a8,2048,27648,5120,30.167,40.509,33.91
62,mlp.up_proj,w8a8-mg1024,2048,27648,5120,33.429,41.726,37.01
62,mlp.up_proj,w4a8-mg1024,2048,27648,5120,33.429,16.546,20.708
62,mlp.up_proj,w4a8-pc,2048,27648,5120,30.167,15.342,19.438
62,mlp.down_proj,w8a8,2048,5120,27648,20.552,38.18,21.78
62,mlp.down_proj,w8a8-mg1024,2048,5120,27648,27.566,41.173,29.736
62,mlp.down_proj,w4a8-mg1024,2048,5120,27648,27.566,16.024,17.793
62,mlp.down_proj,w4a8-pc,2048,5120,27648,20.552,13.145,12.507
63,self_attn.q_proj,w8a8,2048,5120,5120,28.857,40.503,28.717
63,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,31.706,41.693,31.462
63,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,31.706,16.516,16.592
63,self_attn.q_proj,w4a8-pc,2048,5120,5120,28.857,15.326,15.328
63,self_attn.k_proj,w8a8,2048,1024,5120,28.857,39.192,31.175
63,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,31.706,40.833,33.927
63,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,31.706,15.654,18.333
63,self_attn.k_proj,w4a8-pc,2048,1024,5120,28.857,14.015,16.615
63,self_attn.v_proj,w8a8,2048,1024,5120,28.857,36.551,31.191
63,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,31.706,38.418,33.917
63,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,31.706,13.25,16.363
63,self_attn.v_proj,w4a8-pc,2048,1024,5120,28.857,11.384,14.473
63,self_attn.o_proj,w8a8,2048,5120,5120,34.741,39.245,44.189
63,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,38.191,41.268,47.021
63,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,38.191,16.102,26.331
63,self_attn.o_proj,w4a8-pc,2048,5120,5120,34.741,14.104,24.151
63,mlp.gate_proj,w8a8,2048,27648,5120,25.417,40.532,31.43
63,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,29.824,41.703,35.668
63,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,29.824,16.522,22.482
63,mlp.gate_proj,w4a8-pc,2048,27648,5120,25.417,15.359,21.063
63,mlp.up_proj,w8a8,2048,27648,5120,25.417,40.752,29.599
63,mlp.up_proj,w8a8-mg1024,2048,27648,5120,29.824,41.872,33.842
63,mlp.up_proj,w4a8-mg1024,2048,27648,5120,29.824,16.69,20.804
63,mlp.up_proj,w4a8-pc,2048,27648,5120,25.417,15.58,19.461
63,mlp.down_proj,w8a8,2048,5120,27648,22.347,37.147,23.365
63,mlp.down_proj,w8a8-mg1024,2048,5120,27648,28.172,40.627,31.311
63,mlp.down_proj,w4a8-mg1024,2048,5120,27648,28.172,15.524,19.312
63,mlp.down_proj,w4a8-pc,2048,5120,27648,22.347,12.299,14.406
